AIRPORT,TIME,FLIGHT,TO,AIRLINE,AIRCRAFT,STATUS,TYPE
HLP,12:40:00 PM,ID7556,Semarang (SRG),Batik Air ,A320 (PK-BKT) ,Landed 12:26 PM,Arrival
HLP,12:50:00 PM,ID7060,Pekanbaru (PKU),Batik Air ,32A ,Canceled,Arrival
HLP,1:15:00 PM,QG1106,Yogyakarta (JOG),Citilink ,AT76 (PK-GJP) ,Landed 12:54 PM,Arrival
HLP,1:45:00 PM,ID7532,Surakarta (SOC),Batik Air ,A320 (PK-LUI) ,Landed 2:51 PM,Arrival
HLP,1:45:00 PM,QG89,Palembang (PLM),Citilink ,A320 (PK-GQF) ,Landed 1:31 PM,Arrival
HLP,2:30:00 PM,ID7308,Denpasar (DPS),Batik Air ,A320 (PK-LAL) ,Landed 2:20 PM,Arrival
HLP,2:50:00 PM,QG47,Padang (PDG),Citilink Garuda Indonesia ,A320 (PK-GQT) ,Landed 3:59 PM,Arrival
HLP,3:00:00 PM,ID7582,Malang (MLG),Batik Air ,32A ,Canceled,Arrival
HLP,3:25:00 PM,QG171,Surabaya (SUB),Citilink ,A320 (PK-GQM) ,Landed 3:31 PM,Arrival
HLP,3:35:00 PM,ID7538,Yogyakarta (YIA),Batik Air ,A320 (PK-LUJ) ,Landed 3:45 PM,Arrival
HLP,3:50:00 PM,ID7052,Palembang (PLM),Batik Air ,A320 (PK-LAI) ,Landed 3:54 PM,Arrival
HLP,4:15:00 PM,QG165,Malang (MLG),Citilink ,A320 (PK-GQQ) ,Landed 4:18 PM,Arrival
HLP,4:15:00 PM,QG195,Denpasar (DPS),Citilink ,A320 (PK-GQS) ,Landed 4:39 PM,Arrival
HLP,4:20:00 PM,ID7514,Surabaya (SUB),Batik Air ,A320 (PK-LUH) ,Landed 4:15 PM,Arrival
HLP,5:00:00 PM,QG1100,Yogyakarta (JOG),Citilink ,AT76 (PK-GJP) ,Landed 5:03 PM,Arrival
HLP,5:05:00 PM,ID7512,Surabaya (SUB),Batik Air ,A320 (PK-LUO) ,Landed 5:36 PM,Arrival
HLP,5:05:00 PM,ID7065,Surabaya (SUB),Batik Air ,32A ,Unknown,Arrival
HLP,5:15:00 PM,ID7558,Semarang (SRG),Batik Air ,A320 (PK-LUI) ,Landed 6:32 PM,Arrival
HLP,5:30:00 PM,ID7010,Medan (KNO),Batik Air ,A320 (PK-LAL) ,Landed 8:30 PM,Arrival
HLP,5:50:00 PM,ID7062,Pekanbaru (PKU),Batik Air ,A320 (PK-BKT) ,Landed 5:30 PM,Arrival
HLP,6:40:00 PM,ID7058,Palembang (PLM),Batik Air ,A320 (PK-LUJ) ,Landed 7:27 PM,Arrival
HLP,7:10:00 PM,QG179,Surabaya (SUB),Citilink Garuda Indonesia ,A320 (PK-GQT) ,Landed 7:56 PM,Arrival
HLP,7:35:00 PM,ID7530,Yogyakarta (YIA),Batik Air ,A320 (PK-LUH) ,Landed 7:40 PM,Arrival
HLP,8:30:00 PM,QG173,Surabaya (SUB),Citilink ,A320 (PK-GQQ) ,Landed 8:12 PM,Arrival
HLP,9:20:00 PM,ID7518,Surabaya (SUB),Batik Air ,A320 (PK-LUO) ,Delayed 10:02 PM,Arrival
HLP,9:35:00 PM,QG25,Medan (KNO),Citilink ,A320 (PK-GQS) ,Delayed 10:36 PM,Arrival
HLP,5:30:00 AM,ID7511,Surabaya (SUB),Batik Air ,A320 (PK-BKT) ,Departed 5:35 AM,Departure
HLP,5:55:00 AM,QG1101,Yogyakarta (JOG),Citilink ,AT76 (PK-GJP) ,Departed 6:01 AM,Departure
HLP,6:45:00 AM,QG20,Siborong-Borong (DTB),Citilink ,A320 (PK-GQQ) ,Departed 7:26 AM,Departure
HLP,6:50:00 AM,GM61,Balikpapan (BPN),Asia Cargo Airlines ,B733 (PK-MGI) ,Departed 7:18 AM,Departure
HLP,6:55:00 AM,QG30,Pekanbaru (PKU),Citilink ,A320 (PK-GQM) ,Departed 6:53 AM,Departure
HLP,7:00:00 AM,ID7581,Malang (MLG),Batik Air ,A320 (PK-LUH) ,Departed 7:12 AM,Departure
HLP,7:10:00 AM,ID7053,Palembang (PLM),Batik Air ,A320 (PK-LUI) ,Departed 7:23 AM,Departure
HLP,7:10:00 AM,ID7508,Palembang (PLM),Batik Air ,32A ,Unknown,Departure
HLP,7:10:00 AM,QG126,Surakarta (SOC),Citilink ,A20N (PK-GTG) ,Departed 7:47 AM,Departure
HLP,8:30:00 AM,ID7533,Yogyakarta (YIA),Batik Air ,32A ,Unknown,Departure
HLP,8:40:00 AM,ID7061,Pekanbaru (PKU),Batik Air ,32A ,Canceled,Departure
HLP,8:40:00 AM,ID7513,Surabaya (SUB),Batik Air ,A320 (PK-LUQ) ,Departed 8:46 AM,Departure
HLP,8:45:00 AM,ID7066,Surabaya (SUB),Batik Air ,32A ,Unknown,Departure
HLP,8:50:00 AM,ID7041,Surakarta (SOC),Batik Air ,32A ,Unknown,Departure
HLP,9:20:00 AM,ID7309,Denpasar (DPS),Batik Air ,A320 (PK-LAL) ,Departed 9:27 AM,Departure
HLP,9:50:00 AM,ID7557,Semarang (SRG),Batik Air ,A320 (PK-BKT) ,Departed 10:06 AM,Departure
HLP,9:55:00 AM,QG1105,Yogyakarta (JOG),Citilink ,AT76 (PK-GJP) ,Departed 10:01 AM,Departure
HLP,10:40:00 AM,QG46,Padang (PDG),Citilink ,A20N (PK-GTG) ,Departed 11:41 AM,Departure
HLP,10:50:00 AM,ID7531,Surakarta (SOC),Batik Air ,A320 (PK-LUI) ,Departed 11:37 AM,Departure
HLP,11:00:00 AM,SQS234,Cijulang (CJN),Susi Air ,CN1 ,Unknown,Departure
HLP,11:10:00 AM,QG88,Palembang (PLM),Citilink ,A320 (PK-GQF) ,Departed 11:03 AM,Departure
HLP,11:20:00 AM,ID7583,Malang (MLG),Batik Air ,32A ,Canceled,Departure
HLP,12:00:00 PM,ID7011,Medan (KNO),Batik Air ,A320 (PK-LAL) ,Departed 3:14 PM,Departure
HLP,12:00:00 PM,QG178,Surabaya (SUB),Citilink ,A320 (PK-GQM) ,Departed 11:59 AM,Departure
HLP,12:35:00 PM,ID7515,Surabaya (SUB),Batik Air ,A320 (PK-LUH) ,Departed 12:37 PM,Departure
HLP,12:40:00 PM,QG164,Malang (MLG),Citilink ,A320 (PK-GQQ) ,Departed 1:13 PM,Departure
HLP,12:45:00 PM,ID7539,Yogyakarta (YIA),Batik Air ,A320 (PK-LUJ) ,Departed 12:49 PM,Departure
HLP,12:45:00 PM,ID7054,Yogyakarta (YIA),Batik Air ,32A ,Unknown,Departure
HLP,12:50:00 PM,ID7051,Palembang (PLM),Batik Air ,A320 (PK-LAI) ,Departed 1:01 PM,Departure
HLP,1:30:00 PM,ID7501,Surabaya (SUB),Batik Air ,A320 (PK-LUQ) ,Departed 1:42 PM,Departure
HLP,1:35:00 PM,ID7063,Pekanbaru (PKU),Batik Air ,A320 (PK-BKT) ,Departed 1:35 PM,Departure
HLP,1:40:00 PM,QG1107,Yogyakarta (JOG),Citilink ,AT76 (PK-GJP) ,Departed 1:52 PM,Departure
HLP,2:25:00 PM,QG174,Surabaya (SUB),Citilink ,A320 (PK-GQF) ,Departed 2:25 PM,Departure
HLP,2:30:00 PM,ID7559,Semarang (SRG),Batik Air ,A320 (PK-LUI) ,Departed 4:08 PM,Departure
HLP,3:25:00 PM,QG176,Surabaya (SUB),Citilink Garuda Indonesia ,A320 (PK-GQT) ,Departed 4:54 PM,Departure
HLP,3:40:00 PM,ID7059,Palembang (PLM),Batik Air ,A320 (PK-LUJ) ,Departed 4:43 PM,Departure
HLP,4:05:00 PM,QG22,Medan (KNO),Citilink ,A320 (PK-GQS) ,Departed 5:45 PM,Departure
HLP,4:30:00 PM,ID7541,Yogyakarta (YIA),Batik Air ,A320 (PK-LUH) ,Departed 5:10 PM,Departure
HLP,4:55:00 PM,QG172,Surabaya (SUB),Citilink ,A320 (PK-GQQ) ,Departed 5:17 PM,Departure
HLP,4:55:00 PM,QG194,Denpasar (DPS),Citilink ,A320 (PK-GQM) ,Departed 5:07 PM,Departure
HLP,5:45:00 PM,ID7519,Surabaya (SUB),Batik Air ,A320 (PK-LUO) ,Departed 6:45 PM,Departure
HLP,6:15:00 PM,ID7055,Palembang (PLM),Batik Air ,A320 (PK-LAQ) ,Departed 6:16 PM,Departure
HLP,6:15:00 PM,ID7538,Palembang (PLM),Batik Air ,32A ,Unknown,Departure
HLP,6:30:00 PM,ID7521,Surabaya (SUB),Batik Air ,A320 (PK-LUI) ,Departed 7:30 PM,Departure
HLP,6:35:00 PM,ID7065,Pekanbaru (PKU),Batik Air ,A320 (PK-BKT) ,Departed 7:07 PM,Departure
HLP,6:35:00 PM,ID7558,Pekanbaru (PKU),Batik Air ,32A ,Unknown,Departure
HMS,11:50:00 AM,IW1398,Banjarmasin (BDJ),Wings Air ,AT76 (PK-WJU) ,Landed 2:47 PM,Arrival
HMS,12:20:00 PM,IW1399,Banjarmasin (BDJ),Wings Air ,AT76 (PK-WJU) ,Departed 3:12 PM,Departure
JIO,11:50:00 AM,IL429,Ambon (AMQ),Trigana Air ,AT4 ,Unknown,Arrival
JIO,12:00:00 PM,IL430,Ambon (AMQ),Trigana Air ,AT4 ,Unknown,Departure
JOG,7:20:00 AM,QG1101,Jakarta (HLP),Citilink ,AT76 (PK-GJP) ,Landed 7:08 AM,Arrival
JOG,11:20:00 AM,QG1105,Jakarta (HLP),Citilink ,AT76 (PK-GJP) ,Landed 11:08 AM,Arrival
JOG,3:05:00 PM,QG1107,Jakarta (HLP),Citilink ,AT76 (PK-GJP) ,Landed 3:05 PM,Arrival
JOG,8:00:00 AM,QG1104,Jakarta (HLP),Citilink ,AT76 (PK-GJP) ,Departed 7:53 AM,Departure
JOG,11:45:00 AM,QG1106,Jakarta (HLP),Citilink ,AT76 (PK-GJP) ,Departed 11:41 AM,Departure
JOG,3:30:00 PM,QG1100,Jakarta (HLP),Citilink ,AT76 (PK-GJP) ,Departed 3:41 PM,Departure
KBU,10:30:00 AM,IW1392,Banjarmasin (BDJ),Wings Air ,AT76 (PK-WJU) ,Landed 10:34 AM,Arrival
KBU,10:50:00 AM,IW1393,Banjarmasin (BDJ),Wings Air ,AT76 (PK-WJU) ,Departed 11:10 AM,Departure
KDI,3:50:00 AM,RI713,Ternate (TTE),Rimbun Air ,73F ,Unknown,Arrival
KDI,7:05:00 AM,ID6724,Jakarta (CGK),Batik Air ,B738 (PK-LBK) ,Landed 6:51 AM,Arrival
KDI,7:55:00 AM,QG332,Makassar (UPG),Citilink ,A320 (PK-GLS) ,Landed 7:30 AM,Arrival
KDI,8:45:00 AM,JT986,Makassar (UPG),Lion Air ,B738 (PK-LPO) ,Landed 9:26 AM,Arrival
KDI,9:30:00 AM,GA604,Makassar (UPG),Garuda Indonesia ,B738 (PK-GFW) ,Landed 9:12 AM,Arrival
KDI,10:10:00 AM,IP810,Jakarta (CGK),Pelita Air ,A320 (PK-PWG) ,Landed 9:43 AM,Arrival
KDI,10:50:00 AM,IU584,Makassar (UPG),Super Air Jet ,A320 (PK-SJZ) ,Unknown,Arrival
KDI,12:15:00 PM,JT992,Makassar (UPG),Lion Air ,739,Canceled,Arrival
KDI,2:10:00 PM,IU586,Makassar (UPG),Super Air Jet ,320,Canceled,Arrival
KDI,2:50:00 PM,ID6722,Jakarta (CGK),Batik Air ,32A ,Canceled,Arrival
KDI,3:25:00 PM,JT994,Makassar (UPG),Lion Air ,B738 (PK-LOJ) ,Landed 5:16 PM,Arrival
KDI,4:25:00 PM,JT722,Surabaya (SUB),Lion Air ,B738 (PK-LOH) ,Landed 4:27 PM,Arrival
KDI,4:50:00 PM,QG330,Jakarta (CGK),Citilink ,A320 (PK-GLY) ,Landed 7:00 PM,Arrival
KDI,5:40:00 PM,ID6726,Jakarta (CGK),Batik Air ,A320 (PK-BKM) ,Unknown,Arrival
KDI,7:10:00 PM,IU588,Makassar (UPG),Super Air Jet ,320,Canceled,Arrival
KDI,7:50:00 PM,JT996,Makassar (UPG),Lion Air ,B739 (PK-LGV) ,Landed 8:49 PM,Arrival
KDI,4:50:00 AM,RI738,Jakarta (CGK),Rimbun Air ,73F ,Unknown,Departure
KDI,7:00:00 AM,JT991,Makassar (UPG),Lion Air ,739,Canceled,Departure
KDI,7:05:00 AM,IU589,Makassar (UPG),Super Air Jet ,A320 (PK-SGC) ,Departed 7:06 AM,Departure
KDI,7:50:00 AM,ID6723,Jakarta (CGK),Batik Air ,B738 (PK-LBK) ,Departed 7:58 AM,Departure
KDI,8:25:00 AM,QG333,Makassar (UPG),Citilink ,A320 (PK-GLS) ,Departed 8:16 AM,Departure
KDI,9:30:00 AM,JT987,Makassar (UPG),Lion Air ,B738 (PK-LPO) ,Departed,Departure
KDI,10:15:00 AM,GA605,Makassar (UPG),Garuda Indonesia ,B738 (PK-GFW) ,Departed 10:27 AM,Departure
KDI,11:15:00 AM,IP811,Jakarta (CGK),Pelita Air ,A320 (PK-PWG) ,Departed 11:12 AM,Departure
KDI,11:30:00 AM,IU585,Makassar (UPG),Super Air Jet ,A320 (PK-SJZ) ,Departed 12:13 PM,Departure
KDI,1:00:00 PM,JT995,Makassar (UPG),Lion Air ,739,Canceled,Departure
KDI,2:50:00 PM,IU587,Makassar (UPG),Super Air Jet ,320,Canceled,Departure
KDI,3:30:00 PM,ID6725,Jakarta (CGK),Batik Air ,32A ,Canceled,Departure
KDI,4:05:00 PM,JT997,Makassar (UPG),Lion Air ,B738 (PK-LOJ) ,Departed,Departure
KDI,5:10:00 PM,JT727,Surabaya (SUB),Lion Air ,B738 (PK-LOH) ,Departed 5:40 PM,Departure
KDI,5:20:00 PM,QG331,Jakarta (CGK),Citilink ,A320 (PK-GLY) ,Departed 7:46 PM,Departure
KDI,6:40:00 PM,ID6727,Jakarta (CGK),Batik Air ,A320 (PK-BKM) ,Departed 6:50 PM,Departure
KEI,11:55:00 AM,IL283,Merauke (MKQ),Trigana Air ,D38 ,Unknown,Arrival
KEI,12:05:00 PM,IL284,Merauke (MKQ),Trigana Air ,D38 ,Unknown,Departure
KJT,9:20:00 AM,IU788,Medan (KNO),Super Air Jet ,A320 (PK-SGD) ,Landed 9:01 AM,Arrival
KJT,10:10:00 AM,AK418,Kuala Lumpur (KUL),AirAsia ,A320 (9M-DAE) ,Landed 9:45 AM,Arrival
KJT,12:50:00 PM,IU787,Denpasar (DPS),Super Air Jet ,320,Canceled,Arrival
KJT,1:00:00 PM,QG433,Balikpapan (BPN),Citilink ,A320 (PK-GLX) ,Landed 1:11 PM,Arrival
KJT,2:10:00 PM,IU789,Denpasar (DPS),Super Air Jet ,A320 (PK-SGD) ,Landed 2:03 PM,Arrival
KJT,3:00:00 PM,IU529,Balikpapan (BPN),Super Air Jet ,A320 (PK-STP) ,Landed 2:50 PM,Arrival
KJT,8:15:00 PM,QZ750,Denpasar (DPS),AirAsia ,A320 (PK-AXR) ,Landed 7:52 PM,Arrival
KJT,10:00:00 AM,IU788,Denpasar (DPS),Super Air Jet ,A320 (PK-SGD) ,Departed 10:03 AM,Departure
KJT,10:40:00 AM,AK419,Kuala Lumpur (KUL),AirAsia ,A320 (9M-DAE) ,Departed 10:40 AM,Departure
KJT,1:30:00 PM,IU786,Denpasar (DPS),Super Air Jet ,320,Canceled,Departure
KJT,1:30:00 PM,QG432,Balikpapan (BPN),Citilink ,A320 (PK-GLX) ,Departed 2:08 PM,Departure
KJT,3:50:00 PM,IU528,Balikpapan (BPN),Super Air Jet ,A320 (PK-STP) ,Departed 3:50 PM,Departure
KJT,8:40:00 PM,QZ751,Denpasar (DPS),AirAsia ,A320 (PK-AXR) ,Departed 8:38 PM,Departure
KNG,11:50:00 AM,IW1522,Sorong (SOQ),Wings Air ,AT76 (PK-WJZ) ,Unknown,Arrival
KNG,12:10:00 PM,IW1523,Sorong (SOQ),Wings Air ,AT76 (PK-WJZ) ,Departed,Departure
KNO,6:15:00 AM,JT300,Jakarta (CGK),Lion Air ,B39M (PK-LRG) ,Landed 8:11 AM,Arrival
KNO,6:45:00 AM,ID6019,Kuala Lumpur (KUL),Batik Air ,B738 (PK-BGF) ,Landed 6:30 AM,Arrival
KNO,7:15:00 AM,IU946,Jakarta (CGK),Super Air Jet ,A320 (PK-SAA) ,Landed 7:25 AM,Arrival
KNO,7:35:00 AM,IW1265,Gunung Sitoli (GNS),Wings Air ,AT76 (PK-WGZ) ,Landed 7:37 AM,Arrival
KNO,8:00:00 AM,SQ990,Singapore (SIN),Singapore Airlines ,B38M (9V-MBF) ,Landed 7:57 AM,Arrival
KNO,8:10:00 AM,QG910,Jakarta (CGK),Citilink ,A320 (PK-GLU) ,Landed 7:50 AM,Arrival
KNO,8:15:00 AM,JT208,Jakarta (CGK),Lion Air ,B39M (PK-LRG) ,Unknown,Arrival
KNO,8:25:00 AM,IW1242,Pekanbaru (PKU),Wings Air ,AT75 (PK-WFQ) ,Landed 8:30 AM,Arrival
KNO,8:30:00 AM,MH860,Kuala Lumpur (KUL),Malaysia Airlines ,B738 (9M-MXR) ,Landed 8:25 AM,Arrival
KNO,8:45:00 AM,JT212,Jakarta (CGK),Lion Air ,B39M (PK-LRG) ,Unknown,Arrival
KNO,9:15:00 AM,IU940,Jakarta (CGK),Super Air Jet ,320,Unknown,Arrival
KNO,9:30:00 AM,GA182,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GNQ) ,Landed 9:21 AM,Arrival
KNO,9:35:00 AM,QZ125,Kuala Lumpur (KUL),AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Landed 9:31 AM,Arrival
KNO,9:45:00 AM,JT200,Jakarta (CGK),Lion Air ,739,Unknown,Arrival
KNO,9:55:00 AM,IW1269,Gunung Sitoli (GNS),Wings Air ,AT7 ,Unknown,Arrival
KNO,10:10:00 AM,ID7289,Kuala Lumpur (KUL),Batik Air ,B738 (PK-LDP) ,Landed 9:48 AM,Arrival
KNO,10:15:00 AM,IW1230,Pekanbaru (PKU),Wings Air ,AT7 ,Unknown,Arrival
KNO,10:25:00 AM,QG1921,Pekanbaru (PKU),Citilink ,AT76 (PK-GJV) ,Unknown,Arrival
KNO,10:30:00 AM,QG914,Jakarta (CGK),Citilink ,A320 (PK-GLV) ,Landed 10:17 AM,Arrival
KNO,10:45:00 AM,JT204,Jakarta (CGK),Lion Air ,739,Unknown,Arrival
KNO,10:50:00 AM,AK391,Kuala Lumpur (KUL),AirAsia ,A20N (9M-AGS) ,Landed 10:40 AM,Arrival
KNO,11:05:00 AM,QZ107,Penang (PEN),AirAsia ,A320 (PK-AZT) ,Landed 10:56 AM,Arrival
KNO,11:15:00 AM,IU896,Jakarta (CGK),Super Air Jet ,A320 (PK-SJJ) ,Landed 12:02 PM,Arrival
KNO,11:15:00 AM,JT971,Batam (BTH),Lion Air ,B739 (PK-LGS) ,Landed 11:27 AM,Arrival
KNO,11:15:00 AM,IW1249,Gunung Sitoli (GNS),Wings Air ,AT7 ,Unknown,Arrival
KNO,11:20:00 AM,IW1253,Meulaboh (MEQ),Wings Air ,AT7 ,Unknown,Arrival
KNO,11:45:00 AM,JT306,Jakarta (CGK),Lion Air ,B738 (PK-LPK) ,Landed 12:28 PM,Arrival
KNO,11:55:00 AM,GA184,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GUC) ,Landed 11:58 AM,Arrival
KNO,12:05:00 PM,IU862,Padang (PDG),Super Air Jet ,A320 (PK-SAT) ,Landed 11:49 AM,Arrival
KNO,12:20:00 PM,QG515,Penang (PEN),Citilink ,A320 (PK-GLU) ,Landed 11:53 AM,Arrival
KNO,12:45:00 PM,JT206,Jakarta (CGK),Lion Air ,B739 (PK-LFL) ,Landed 2:37 PM,Arrival
KNO,12:45:00 PM,IW1247,Gunung Sitoli (GNS),Wings Air ,AT75 (PK-WFQ) ,Landed 12:46 PM,Arrival
KNO,12:55:00 PM,JT139,Penang (PEN),Lion Air (50th 737-900ER Livery) ,B739 (PK-LHY) ,Landed 12:35 PM,Arrival
KNO,1:05:00 PM,QG916,Jakarta (CGK),Citilink ,A320 (PK-GLI) ,Landed 1:01 PM,Arrival
KNO,1:15:00 PM,GA186,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GNF) ,Landed 12:57 PM,Arrival
KNO,1:15:00 PM,IU948,Jakarta (CGK),Super Air Jet ,A320 (PK-STH) ,Landed 4:11 PM,Arrival
KNO,1:45:00 PM,AK397,Kuala Lumpur (KUL),AirAsia ,A20N (9M-AGK) ,Landed 1:21 PM,Arrival
KNO,1:45:00 PM,JT214,Jakarta (CGK),Lion Air ,739,Unknown,Arrival
KNO,1:50:00 PM,QG1913,Gunung Sitoli (GNS),Citilink ,AT76 (PK-GJV) ,Unknown,Arrival
KNO,2:00:00 PM,IW1259,Sibolga (FLZ),Wings Air ,AT76 (PK-WJY) ,Landed 1:59 PM,Arrival
KNO,2:05:00 PM,IW1267,Gunung Sitoli (GNS),Wings Air ,AT7 ,Unknown,Arrival
KNO,2:15:00 PM,ID7146,Singapore (SIN),Batik Air ,B738 (PK-BGF) ,Landed 2:20 PM,Arrival
KNO,2:20:00 PM,ID7011,Jakarta (HLP),Batik Air ,A320 (PK-LAL) ,Landed 5:15 PM,Arrival
KNO,2:45:00 PM,JT973,Batam (BTH),Lion Air ,B739 (PK-LHT) ,Landed 3:26 PM,Arrival
KNO,2:45:00 PM,QZ155,Bangkok (DMK),AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Landed 3:07 PM,Arrival
KNO,2:50:00 PM,JT384,Jakarta (CGK),Lion Air ,B739 (PK-LFL) ,Unknown,Arrival
KNO,3:00:00 PM,MH864,Kuala Lumpur (KUL),Malaysia Airlines ,B738 (9M-MLS) ,Landed 2:43 PM,Arrival
KNO,3:20:00 PM,IU942,Jakarta (CGK),Super Air Jet (Xpora Livery) ,A320 (PK-SAE) ,Landed 4:05 PM,Arrival
KNO,3:25:00 PM,QG918,Jakarta (CGK),Citilink ,A320 (PK-GQG) ,Landed 4:14 PM,Arrival
KNO,3:30:00 PM,JT305,Banda Aceh (BTJ),Lion Air ,B738 (PK-LPK) ,Landed 4:19 PM,Arrival
KNO,3:35:00 PM,IW1251,Lhokseumawe (LSW),Wings Air ,AT76 (PK-WGG) ,Landed 3:58 PM,Arrival
KNO,3:38:00 PM,,Port Hedland (PHE),-,CL60 (VH-URR) ,Landed 4:46 PM,Arrival
KNO,4:00:00 PM,GA118,Jakarta (CGK),Garuda Indonesia (Pocari Sweat Livery) ,B738 (PK-GNN) ,Landed 3:53 PM,Arrival
KNO,4:00:00 PM,JT964,Yogyakarta (YIA),Lion Air ,B39M (PK-LRF) ,Landed 3:46 PM,Arrival
KNO,4:10:00 PM,QG905,Banda Aceh (BTJ),Citilink ,A320 (PK-GLU) ,Landed 4:08 PM,Arrival
KNO,4:10:00 PM,QG922,Batam (BTH),Citilink ,A20N (PK-GTG) ,Landed 5:18 PM,Arrival
KNO,4:20:00 PM,AK393,Kuala Lumpur (KUL),AirAsia ,A320 (9M-DAE) ,Landed 4:23 PM,Arrival
KNO,4:25:00 PM,JT974,Batam (BTH),Lion Air ,739,Unknown,Arrival
KNO,4:35:00 PM,JT133,Penang (PEN),Lion Air (50th 737-900ER Livery) ,B739 (PK-LHY) ,Landed 4:32 PM,Arrival
KNO,4:50:00 PM,JT210,Jakarta (CGK),Lion Air ,B739 (PK-LGO) ,Landed 5:03 PM,Arrival
KNO,4:55:00 PM,JT953,Balikpapan (BPN),Lion Air ,B39M (PK-LRG) ,Landed 4:27 PM,Arrival
KNO,5:10:00 PM,IW1238,Pekanbaru (PKU),Wings Air ,AT7 ,Unknown,Arrival
KNO,5:10:00 PM,OD322,Kuala Lumpur (KUL),Malindo Air ,B738 (9M-LCM) ,Landed 5:25 PM,Arrival
KNO,5:20:00 PM,IU888,Jakarta (CGK),Super Air Jet ,A320 (PK-SJJ) ,Landed 7:15 PM,Arrival
KNO,5:40:00 PM,QG978,Jakarta (CGK),Citilink ,A320 (PK-GLK) ,Landed 6:38 PM,Arrival
KNO,5:50:00 PM,JT202,Jakarta (CGK),Lion Air ,739,Unknown,Arrival
KNO,5:50:00 PM,QG1929,Pekanbaru (PKU),Citilink ,AT76 (PK-GJV) ,Unknown,Arrival
KNO,5:55:00 PM,AK1581,Penang (PEN),AirAsia ,A320 (9M-AGP) ,Landed 5:31 PM,Arrival
KNO,6:25:00 PM,QG22,Jakarta (HLP),Citilink ,A320 (PK-GQS) ,Landed 7:39 PM,Arrival
KNO,6:40:00 PM,GA190,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFG) ,Landed 6:25 PM,Arrival
KNO,6:50:00 PM,JT382,Jakarta (CGK),Lion Air ,739,Unknown,Arrival
KNO,7:15:00 PM,AK395,Kuala Lumpur (KUL),AirAsia (WeAreAllChampions Livery) ,A320 (9M-AQF) ,Landed 7:07 PM,Arrival
KNO,7:20:00 PM,ID6880,Jakarta (CGK),Batik Air ,A320 (PK-LUS) ,Landed 7:21 PM,Arrival
KNO,7:20:00 PM,IU880,Jakarta (CGK),Super Air Jet ,A320 (PK-SJF) ,Landed 8:28 PM,Arrival
KNO,7:20:00 PM,SQ994,Singapore (SIN),Singapore Airlines ,B38M (9V-MBA) ,Landed 7:33 PM,Arrival
KNO,7:50:00 PM,JT308,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
KNO,7:55:00 PM,QZ157,Bangkok (DMK),AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Landed 8:51 PM,Arrival
KNO,8:20:00 PM,JT989,Batam (BTH),Lion Air ,B738 (PK-LJV) ,Landed 8:37 PM,Arrival
KNO,8:20:00 PM,IU898,Jakarta (CGK),Super Air Jet ,A320 (PK-SJM) ,Delayed 9:41 PM,Arrival
KNO,8:25:00 PM,IU964,Palembang (PLM),Super Air Jet ,A320 (PK-SAG) ,Landed 8:04 PM,Arrival
KNO,8:40:00 PM,QG912,Jakarta (CGK),Citilink ,A20N (PK-GTK) ,Delayed 9:58 PM,Arrival
KNO,8:50:00 PM,JT302,Jakarta (CGK),Lion Air ,B739 (PK-LFL) ,Delayed 9:10 PM,Arrival
KNO,8:55:00 PM,GA1824,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GUE) ,Landed 8:43 PM,Arrival
KNO,9:25:00 PM,GA196,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GMY) ,Delayed 9:49 PM,Arrival
KNO,9:25:00 PM,QZ123,Kuala Lumpur (KUL),AirAsia ,A320 (PK-AZT) ,Estimated 9:00 PM,Arrival
KNO,10:10:00 PM,QG882,Jakarta (CGK),Citilink ,A20N (PK-GTA) ,Estimated 10:21 PM,Arrival
KNO,10:50:00 PM,QZ109,Penang (PEN),AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Scheduled,Arrival
KNO,4:30:00 AM,JT213,Jakarta (CGK),Lion Air ,739,Unknown,Departure
KNO,5:00:00 AM,IU881,Jakarta (CGK),Super Air Jet ,A320 (PK-SAV) ,Departed 5:15 AM,Departure
KNO,5:00:00 AM,QG911,Jakarta (CGK),Citilink ,A320 (PK-GQR) ,Departed 4:54 AM,Departure
KNO,5:25:00 AM,GA183,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFD) ,Departed 5:38 AM,Departure
KNO,5:25:00 AM,JT970,Batam (BTH),Lion Air ,B739 (PK-LHT) ,Departed 5:51 AM,Departure
KNO,5:30:00 AM,JT203,Jakarta (CGK),Lion Air (80th 737NG Livery) ,B738 (PK-LKP) ,Departed 5:42 AM,Departure
KNO,6:00:00 AM,ID6881,Jakarta (CGK),Batik Air ,B738 (PK-BGK) ,Departed 6:05 AM,Departure
KNO,6:00:00 AM,IU899,Jakarta (CGK),Super Air Jet ,320,Unknown,Departure
